"","bam.SRR_78_ngm_sorted.bam"
"AAC66549-1",307
"AAC66554-1",1175
"AAC66553-1",544
"AAC66552-1",3700
"AAC66548-1",216
"AAC66551-1",1109
"AAC66547-1",654
"AAC66563-1",1545
"AAC66562-1",1513
"AAC66561-1",896
"AAC66568-1",2596
"AAC66567-1",1498
"AAC66566-1",1404
"AAC66564-1",1010
"AAC66560-1",1391
"AAC66559-1",3068
"AAC66558-1",197
"AAC66557-1",3384
"AAC66556-1",2439
"AAC66580-1",834
"AAC66577-1",273
"AAC66576-1",72
"AAC66575-1",173
"AAC66574-1",396
"AAC66584-1",1358
"AAC66572-1",851
"AAC66571-1",4622
"AAC66582-1",135
"AAC66581-1",179
"AAC66570-1",590
"AAC66569-1",1447
"AAC66591-1",1194
"AAC66590-1",2056
"AAC66589-1",1547
"AAC66588-1",2393
"EBG00001182590-1",210267
"AAC66587-1",2232
"AAC66586-1",710
"AAC66585-1",1329
"EBG00001182608-1",1524749
"EBG00001182613-1",442296
"AAC66601-1",1089
"AAC66597-1",537
"AAC66599-1",1087
"AAC66594-1",1299
"AAC66598-1",720
"EBG00001182597-1",18409
"AAC66613-1",2865
"AAC66610-1",1098
"AAC66609-1",2542
"AAC66608-1",3945
"AAC66607-1",2042
"AAC66606-1",5411
"AAC66605-1",2337
"AAC66604-1",3958
"AAC66603-1",1045
"AAC66602-1",881
"AAC66623-1",596
"AAC66622-1",2015
"AAC66625-1",389
"AAC66621-1",3396
"AAC66620-1",3650
"AAC66619-1",2717
"AAC66618-1",1128
"AAC66617-1",2566
"AAC66616-1",2930
"AAC66615-1",349
"AAC66614-1",1660
"AAC66624-1",5020
"AAC66631-1",3793
"AAC66635-1",13603
"AAC66630-1",596
"AAC66629-1",7194
"AAC66628-1",1164
"AAC66634-1",86
"AAC66627-1",1175
"AAC66626-1",1661
"AAC66633-1",1020
"AAC66632-1",3253
"AAB91499-1",129
"AAB91498-1",1934
"AAB91497-1",384
"AAB91496-1",1665
"EBG00001182609-1",235076
"AAB91495-1",7666
"AAB91493-1",17853
"AAC66639-1",747
"AAC66642-1",492
"AAC66638-1",2543
"AAC66636-1",847
"AAC66641-1",915
"AAC66640-1",1405
"AAC66691-1",1570
"AAC66685-1",727
"AAC66684-1",176
"AAC66683-1",2974
"AAC66690-1",682
"AAC66682-1",668
"AAC66681-1",6276
"AAC66680-1",818
"AAC66679-1",7902
"AAC66678-1",1358
"AAC66677-1",7504
"AAC66676-1",5871
"AAC66675-1",312
"AAC66674-1",135
"AAC66673-1",973
"AAC66672-1",1154
"AAC66671-1",1435
"AAC66670-1",3187
"AAC66669-1",1219
"AAC66668-1",4059
"AAC66667-1",1208
"AAC66666-1",335
"AAC66665-1",5774
"AAC66664-1",1180
"AAC66663-1",6494
"AAC66662-1",1719
"AAC66661-1",294
"AAC66660-1",1546
"AAC66659-1",1771
"AAC66658-1",3764
"AAC66657-1",10888
"AAC66656-1",2376
"AAC66655-1",4910
"AAC66654-1",2950
"AAC66653-1",1308
"AAC66652-1",375
"AAC66651-1",915
"AAC66650-1",571
"AAC66649-1",6094
"AAC66648-1",8112
"AAC66647-1",2512
"AAC66646-1",755
"AAC66645-1",1800
"AAC66644-1",582
"AAC66689-1",51
"AAC66643-1",563
"AAC66688-1",355
"AAC66687-1",220
"AAC66686-1",284
"AAC66699-1",953
"AAC66698-1",966
"AAC66697-1",2104
"AAC66696-1",215
"AAC66704-1",209
"AAC66695-1",383
"AAC66694-1",269
"AAC66693-1",1586
"AAC66692-1",639
"AAC66702-1",108
"AAC66701-1",3117
"AAC66700-1",5837
"AAC66712-1",331
"AAC66711-1",2112
"AAC66710-1",4042
"AAC66709-1",2606
"AAC66708-1",2739
"AAC66706-1",2421
"AAC66728-1",149
"AAC66724-1",1863
"AAC66723-1",1137
"AAC66722-1",887
"AAC66721-1",1909
"AAC66719-1",7634
"AAC66718-1",2731
"AAC66717-1",5194
"AAC66727-1",589
"AAC66716-1",5137
"AAC66715-1",4000
"AAC66714-1",708
"AAC66713-1",1357
"AAC66726-1",942
"AAC66725-1",1256
"AAC66734-1",139
"AAC66733-1",11843
"AAC66741-1",959
"AAC66732-1",517
"AAC66740-1",2743
"AAC66739-1",355
"AAC66738-1",1318
"AAC66737-1",2423
"AAC66731-1",2445
"AAC66730-1",765
"AAC66755-1",2109
"AAC66752-1",1310
"AAC66751-1",1449
"AAC66750-1",685
"AAC66749-1",947
"AAC66748-1",1870
"AAC66747-1",8516
"AAC66754-1",1034
"AAC66746-1",972
"AAC66745-1",688
"AAC66744-1",437
"AAC66743-1",1195
"AAC66742-1",881
"AAC66753-1",266
"AAC66766-1",1879
"AAC66764-1",517
"AAC66763-1",566
"AAC66762-1",456
"AAC66765-1",1119
"AAC66761-1",404
"AAC66760-1",2551
"AAC66759-1",3526
"AAC66758-1",928
"AAC66757-1",2528
"AAC66756-1",1339
"AAB91505-1",1446
"AAB91504-1",14134
"AAB91503-1",15041
"AAB91502-1",26689
"AAB91500-1",4416
"AAC66774-1",1994
"AAC66773-1",3121
"AAC66772-1",2652
"AAC66771-1",3434
"AAC66770-1",1223
"EBG00001182603-1",177914
"AAC66769-1",7149
"EBG00001182619-1",232491
"AAC66779-1",1172
"AAC66778-1",1504
"AAC66777-1",265
"AAC66776-1",1928
"AAC66768-1",1517
"AAC66767-1",1958
"AAC66775-1",527
"AAC66796-1",586
"AAC66795-1",5119
"AAC66794-1",8165
"AAC66788-1",1286
"AAC66787-1",2247
"AAC66793-1",515
"AAC66791-1",274
"AAC66785-1",257
"AAC66784-1",269
"AAC66789-1",846
"AAC66783-1",954
"AAC66782-1",846
"AAC66790-1",3513
"AAC66781-1",1445
"AAC66780-1",4040
"EBG00001182607-1",4077563
"EBG00001182595-1",91238
"EBG00001182593-1",0
"EBG00001182587-1",0
"EBG00001182591-1",7204684
"EBG00001182594-1",183390
"EBG00001182592-1",0
"EBG00001182579-1",0
"AAC66798-1",1000
"AAC66797-1",1138
"EBG00001182606-1",638639
"EBG00001182604-1",535397
"EBG00001182611-1",128482
"AAC66812-1",3146
"AAC66807-1",313
"AAC66811-1",2682
"AAC66810-1",2192
"AAC66806-1",235
"AAC66805-1",376
"AAC66804-1",645
"AAC66803-1",18745
"AAC66802-1",10838
"AAB91515-1",1287
"AAB91514-1",2253
"AAB91513-1",734
"AAB91512-1",2287
"AAB91511-1",745
"AAB91509-1",1184
"AAB91508-1",1864
"AAB91507-1",6333
"AAB91506-1",3570
"AAC66821-1",1674
"AAC66820-1",227
"AAC66819-1",270
"AAC66818-1",547
"AAC66817-1",118
"AAC66823-1",504
"AAC66816-1",1038
"AAC66815-1",1978
"AAC66814-1",386
"AAC66822-1",453
"AAC66813-1",1187
"AAC66837-1",4071
"EBG00001182577-1",212086
"EBG00001182620-1",364592
"AAC66836-1",2429
"EBG00001182585-1",789157
"EBG00001182610-1",252765
"EBG00001182581-1",1108035
"AAC66831-1",2118
"AAC66830-1",490
"AAC66829-1",974
"AAC66835-1",815
"AAC66834-1",4102
"AAC66828-1",3289
"AAC66827-1",594
"AAC66826-1",1696
"AAC66825-1",370
"AAC66833-1",376
"AAC66832-1",2613
"AAC66824-1",1140
"AAC66867-1",360
"AAC66868-1",109
"AAC66866-1",18418
"AAC66865-1",3237
"AAC66864-1",4008
"AAC66863-1",1716
"AAC66862-1",2005
"AAC66861-1",5332
"AAC66860-1",2186
"AAC66859-1",1966
"AAC66858-1",1326
"AAC66857-1",722
"AAC66856-1",171
"AAC66855-1",247
"AAC66854-1",678
"AAC66853-1",377
"AAC66852-1",2213
"AAC66851-1",738
"AAC66850-1",968
"AAC66849-1",1430
"AAC66848-1",715
"AAC66847-1",1796
"AAC66846-1",339
"AAC66845-1",1345
"AAC66844-1",3836
"AAC66843-1",295
"AAC66842-1",1879
"AAC66841-1",2008
"AAC66840-1",5178
"AAC66839-1",2627
"AAC66875-1",5425
"AAC66874-1",1273
"AAC66880-1",612
"AAC66872-1",3374
"AAC66879-1",4475
"AAC66876-1",2391
"AAC66870-1",1657
"AAC66888-1",760
"AAC66887-1",6486
"AAC66886-1",1065
"AAC66884-1",559
"AAC66883-1",1315
"AAC66893-1",1230
"AAC66882-1",200
"AAC66881-1",445
"AAC66903-1",8701
"AAC66902-1",292
"AAC66904-1",232
"AAC66901-1",4404
"EBG00001182599-1",400454
"EBG00001182578-1",1843896
"EBG00001182596-1",767869
"AAC66900-1",426
"AAC66899-1",321
"AAC66898-1",3361
"AAC66897-1",21124
"AAC66915-1",7000
"AAC66912-1",3700
"AAC66911-1",2087
"AAC66914-1",361
"AAC66910-1",202
"AAC66909-1",1400
"AAC66913-1",98
"AAC66908-1",355
"AAC66907-1",806
"AAC66923-1",1302
"AAC66927-1",1328
"AAC66926-1",166
"AAC66925-1",533
"AAC66922-1",2302
"AAC66921-1",20064
"AAC66920-1",12888
"AAC66919-1",3806
"AAC66918-1",1343
"AAC66924-1",425
"AAC66940-1",1341
"AAC66939-1",719
"AAC66936-1",2569
"AAC66938-1",562
"AAC66935-1",4831
"AAC66934-1",4714
"AAC66937-1",3444
"AAC66933-1",4052
"EBG00001182584-1",533259
"AAC66932-1",630
"AAC66931-1",2330
"AAC66929-1",585
"AAC66946-1",1779
"AAC66948-1",413
"AAC66947-1",2921
"AAC66945-1",3471
"AAC66944-1",13274
"AAC66943-1",1532
"AAC66942-1",3982
"AAC66941-1",1961
"AAB91524-1",1524
"AAB91523-1",675
"AAB91522-1",2896
"AAB91521-1",195
"AAB91520-1",2365
"AAB91519-1",2328
"AAB91517-1",311
"AAB91516-1",1137
"AAC66960-1",1424
"AAC66957-1",4985
"AAC66956-1",1902
"AAC66959-1",301
"AAC66955-1",2017
"AAC66954-1",6570
"AAC66953-1",1755
"AAC66952-1",2900
"AAC66958-1",476
"AAC66951-1",1806
"AAC66950-1",1336
"AAC66949-1",12150
"AAC66970-1",1181
"AAC66969-1",1053
"AAC66968-1",957
"AAC66967-1",1165
"AAC66966-1",2585
"EBG00001182580-1",3297169
"EBG00001182605-1",708550
"EBG00001182600-1",446772
"EBG00001182612-1",1146786
"AAC66965-1",5715
"AAC66964-1",4748
"AAC66963-1",7777
"AAC66962-1",6231
"AAC66971-1",1357
"AAC66961-1",16639
"EBG00001182588-1",1418595
"AAC66979-1",822
"AAC66980-1",203
"AAC66978-1",992
"AAC66977-1",2007
"AAC66976-1",1196
"EBG00001182615-1",1103344
"AAC66975-1",2012
"AAC66974-1",992
"AAC66973-1",665
"AAC66990-1",1653
"AAC66988-1",1571
"EBG00001182583-1",754267
"AAC66987-1",4594
"AAC66985-1",1353
"AAC66984-1",9822
"AAC66983-1",818
"AAC66989-1",6168
"EBG00001182586-1",233376
"AAC66982-1",160
"AAC66981-1",1233
"AAB91532-1",715
"AAB91531-1",1598
"AAB91530-1",2218
"AAB91529-1",1227
"AAB91528-1",322
"AAB91527-1",170
"AAB91526-1",385
"AAB91525-1",1968
"AAC67000-1",568
"AAC66999-1",438
"AAC66998-1",826
"AAC67003-1",1832
"AAC66997-1",1554
"AAC66995-1",52015
"AAC67002-1",2600
"AAC66994-1",1268
"AAC66993-1",8943
"AAC66992-1",3491
"AAC67001-1",7544
"AAC66991-1",327
"AAC67009-1",400
"AAC67008-1",930
"AAC67007-1",4887
"AAC67006-1",4554
"AAC67005-1",646
"AAC67015-1",5296
"AAC67014-1",906
"AAC67013-1",776
"AAC67012-1",1824
"AAC67011-1",1370
"AAC67010-1",1277
"AAC67004-1",1196
"AAC67025-1",9386
"AAC67024-1",4154
"AAC67023-1",3973
"AAC67022-1",1689
"AAC67021-1",1988
"AAC67020-1",94
"AAC67027-1",680
"AAC67026-1",503
"AAC67019-1",1114
"AAC67018-1",2186
"AAC67017-1",1337
"AAC67016-1",493
"AAC67037-1",27727
"AAC67036-1",21544
"AAC67035-1",3261
"AAC67034-1",9224
"AAC67033-1",3790
"AAC67032-1",1039
"AAC67031-1",807
"AAC67030-1",713
"AAC67029-1",2164
"EBG00001182582-1",663676
"AAC67038-1",537
"AAC67028-1",16546
"AAC67051-1",34506
"AAC67050-1",2477
"AAC67049-1",13040
"AAC67048-1",594
"AAC67047-1",731
"AAC67046-1",2191
"AAC67045-1",7068
"AAC67044-1",1298
"AAC67052-1",307
"AAC67043-1",361
"AAC67042-1",1076
"AAC67041-1",1045
"AAC67040-1",1484
"AAC67039-1",1465
"AAC67067-1",2938
"AAC67066-1",250
"EBG00001182589-1",142871
"EBG00001182614-1",272206
"AAC67063-1",1664
"AAC67061-1",6416
"AAC67060-1",2397
"EBG00001182618-1",33409
"AAC67064-1",1034
"AAC67059-1",5546
"AAC67058-1",505
"AAC67057-1",266
"AAC67056-1",900
"AAC67055-1",697
"AAC67075-1",195
"AAC67077-1",906
"AAC67072-1",2310
"AAC67071-1",1066
"AAC67070-1",6416
"AAC67069-1",2146
"AAC67068-1",2764
"AAC67084-1",958
"AAC67083-1",148
"AAC67082-1",2672
"AAC67086-1",774
"AAC67081-1",1092
"AAC67080-1",4861
"AAC67079-1",435
"AAC67078-1",2389
"AAC67093-1",236
"AAC67092-1",3499
"AAC67091-1",2463
"AAC67095-1",800
"AAC67090-1",7819
"EBG00001182576-1",279374
"EBG00001182617-1",1023564
"AAC67089-1",520
"AAC67088-1",301
"AAC67087-1",686
"AAC67094-1",682
"AAC67108-1",4795
"AAC67106-1",681
"AAC67099-1",921
"AAC67098-1",771
"AAC67104-1",224
"AAC67097-1",1596
"AAC67103-1",248
"EBG00001182598-1",391007
"AAC67102-1",1869
"AAC67101-1",320
"AAC67115-1",219
"AAC67118-1",308
"AAC67114-1",68
"AAC67113-1",136
"AAC67112-1",825
"AAC67111-1",457
"AAC67110-1",622
"AAC67109-1",380
"AET25121-1",365
"AAC67133-1",702
"AAC67138-1",62
"AAC67132-1",1432
"AAC67131-1",3474
"AAC67137-1",2715
"AAC67130-1",1169
"AAC67129-1",4073
"AAC67136-1",995
"AAC67128-1",430
"AAC67127-1",1287
"AAC67126-1",444
"AAC67135-1",536
"AAC67125-1",211
"AAC67124-1",5242
"EBG00001182601-1",744768
"AAC67123-1",7649
"AAC67122-1",2729
"AAC67121-1",2368
"AAC67120-1",23784
"AAC67134-1",1886
"AAC67141-1",1831
"AAC67144-1",396
"AAC67140-1",219
"AAC67139-1",7941
"AAC67142-1",969
"AAC67157-1",4704
"AAC67156-1",827
"AAC67155-1",1234
"AAC67154-1",3505
"AAC67153-1",6852
"AAC67152-1",3482
"AAC67151-1",2327
"AAC67150-1",2663
"AAC67149-1",19504
"AAC67160-1",1887
"AAC67148-1",556
"AAC67159-1",877
"AAC67147-1",1346
"AAC67146-1",3158
"AAC67158-1",1067
"AAC67145-1",628
"AAC67168-1",1101
"AAC67175-1",3044
"AAC67166-1",868
"AAC67165-1",629
"AAC67164-1",729
"AAC67174-1",381
"AAC67163-1",1529
"AAC67172-1",710
"AAC67171-1",1977
"AAC67170-1",2425
"AAC67169-1",71
"AAC67162-1",2043
"AAC67161-1",1756
"AAC67182-1",1283
"AAC67181-1",680
"AAC67180-1",3633
"AAC67183-1",1304
"AAC67179-1",3848
"AAC67178-1",1418
"AAC67177-1",219
"AAC67184-1",1770
"AAC67188-1",682
"AET25122-1",71
"AAC67187-1",154
"AAC67186-1",1223
"AAC67191-1",1127
"AAC67190-1",936
"AAC67189-1",2294
"AAC67199-1",224
"AAC67192-1",376
"AAC66325-1",1013
"AAC66334-1",912
"AAC66333-1",1428
"AAC66324-1",1937
"AAC66323-1",1127
"AAC66322-1",481
"AAC66321-1",906
"AAC66331-1",1450
"AAC66320-1",13695
"AAC66318-1",591
"AAC66317-1",169
"AAC66316-1",611
"AAC66315-1",8234
"AAC66314-1",4687
"AAC66313-1",9599
"AAC66329-1",26427
"AAC66328-1",19793
"AAC66327-1",5319
"AAC66339-1",550
"AAC66338-1",416
"AAC66337-1",624
"AAC66336-1",633
"AAC66335-1",938
"AAC66326-1",23355
"AAF07429-1",1012
"AAF07430-1",237
"AAF07431-1",120
"AAF07432-1",107
"AAF07403-1",271
"AAF07404-1",57
"AAF07405-1",121
"AAF07406-1",68
"AAF07407-1",69
"AAF07434-1",246
"AAF07435-1",14
"AAF07436-1",32
"AAF07437-1",17
"AAF07438-1",174
"AAF07439-1",176
"AAF07440-1",382
"AAF07441-1",138
"AAF07408-1",376
"AAF07409-1",509
"AAF07410-1",209
"AAF07411-1",933
"AAF07412-1",95
"AAF07413-1",214
"AAF07414-1",67
"AAF07415-1",147
"AAF07416-1",233
"AAF07417-1",414
"AAF07418-1",383
"AAF07419-1",1341
"AAF07420-1",150
"AAF07421-1",306
"AAF07422-1",108
"AAF07423-1",348
"AAF07424-1",540
"AAF07425-1",88
"AAF07426-1",173
"AAF07400-1",402
"AAF07401-1",942
"AAF07427-1",110
"AAF07428-1",99
"AAF07402-1",349
"AAF07474-1",85
"AAF07475-1",10
"AAF07476-1",11
"AAF07477-1",46
"AAF07463-1",1
"AAF07464-1",5
"AAF07465-1",0
"AAF07466-1",3
"AAF07467-1",8
"AAF07479-1",1
"AAF07480-1",0
"AAF07481-1",0
"AAF07482-1",0
"AAF07483-1",25
"AAF07484-1",49
"AAF07485-1",2
"AAF07486-1",0
"AAF07468-1",5
"AAF07469-1",0
"AAF07442-1",5
"AAF07444-1",0
"AAF07445-1",0
"AAF07446-1",64
"AAF07447-1",115
"AAF07470-1",37
"AAF07448-1",1785
"AAF07449-1",1391
"AAF07450-1",271
"AAF07452-1",1263
"AAF07453-1",130
"AAF07454-1",140
"AAF07456-1",334
"AAF07457-1",440
"AAF07458-1",101
"AAF07459-1",51
"AAF07460-1",233
"AAF07461-1",66
"AAF07473-1",32
"AAF07462-1",229
"AAF07516-1",38
"AAF07517-1",49
"AAF07518-1",94
"AAF07519-1",105
"AAF07490-1",119
"AAF07491-1",27
"AAF07492-1",43
"AAF07493-1",85
"AAF07494-1",70
"AAF07520-1",165
"AAF07521-1",17
"AAF07522-1",46
"AAF07523-1",13
"AAF07524-1",117
"AAF07525-1",143
"AAF07526-1",660
"AAF07527-1",132
"AAF07495-1",770
"AAF07496-1",618
"AAF07497-1",232
"AAF07498-1",434
"AAF07499-1",124
"AAF07500-1",0
"AAF07501-1",34
"AAF07502-1",129
"AAF07503-1",1066
"AAF07504-1",323
"AAF07505-1",433
"AAF07506-1",990
"AAF07507-1",163
"AAF07508-1",206
"AAF07509-1",76
"AAF07510-1",565
"AAF07511-1",159
"AAF07512-1",78
"AAF07487-1",270
"AAF07488-1",113
"AAF07514-1",121
"AAF07515-1",288
"AAF07489-1",321
"AAF07561-1",26
"AAF07562-1",13
"AAF07563-1",14
"AAF07564-1",22
"AAF07565-1",22
"AAF07551-1",23
"AAF07552-1",15
"AAF07553-1",17
"AAF07554-1",23
"AAF07555-1",54
"AAF07566-1",85
"AAF07567-1",2
"AAF07568-1",10
"AAF07569-1",4
"AAF07570-1",48
"AAF07571-1",63
"AAF07556-1",349
"AAF07557-1",28
"AAF07530-1",435
"AAF07531-1",227
"AAF07532-1",106
"AAF07534-1",188
"AAF07535-1",235
"AAF07536-1",146
"AAF07537-1",121
"AAF07538-1",39
"AAF07539-1",289
"AAF07540-1",152
"AAF07541-1",4539
"AAF07542-1",190
"AAF07543-1",242
"AAF07544-1",162
"AAF07545-1",115
"AAF07546-1",121
"AAF07547-1",103
"AAF07548-1",73
"AAF07549-1",241
"AAF07559-1",210
"AAF07560-1",84
"AAF07550-1",88
"AAF07602-1",448
"AAF07603-1",194
"AAF07604-1",88
"AAF07605-1",75
"AAF07583-1",197
"AAF07584-1",51
"AAF07585-1",35
"AAF07586-1",49
"AAF07587-1",50
"AAF07607-1",111
"AAF07608-1",12
"AAF07609-1",25
"AAF07610-1",8
"AAF07611-1",70
"AAF07612-1",43
"AAF07613-1",70
"AAF07614-1",87
"AAF07588-1",222
"AAF07589-1",268
"AAF07590-1",84
"AAF07591-1",478
"AAF07592-1",0
"AAF07593-1",111
"AAF07594-1",35
"AAF07595-1",187
"AAF07596-1",642
"AAF07597-1",756
"AAF07615-1",142
"AAF07572-1",1583
"AAF07573-1",64
"AAF07574-1",224
"AAF07575-1",75
"AAF07576-1",52
"AAF07577-1",178
"AAF07578-1",138
"AAF07579-1",71
"AAF07580-1",14
"AAF07581-1",166
"AAF07601-1",118
"AAF07582-1",165
"AAF07646-1",0
"AAF07647-1",0
"AAF07648-1",0
"AAF07649-1",0
"AAF07627-1",0
"AAF07628-1",0
"AAF07629-1",0
"AAF07630-1",0
"AAF07631-1",0
"AAF07651-1",0
"AAF07652-1",0
"AAF07653-1",0
"AAF07654-1",0
"AAF07655-1",0
"AAF07656-1",0
"AAF07657-1",0
"AAF07658-1",0
"AAF07632-1",137
"AAF07633-1",287
"AAF07634-1",0
"AAF07635-1",0
"AAF07636-1",0
"AAF07637-1",32
"AAF07638-1",7
"AAF07639-1",33
"AAF07640-1",1149
"AAF07641-1",2038
"AAF07642-1",31
"AAF07616-1",3313
"AAF07617-1",112
"AAF07618-1",153
"AAF07620-1",885
"AAF07621-1",43
"AAF07622-1",1
"AAF07623-1",16
"AAF07624-1",0
"AAF07625-1",2
"AAF07644-1",3
"AAF07645-1",0
"AAF07626-1",22
"AAF07681-1",138
"AAF07682-1",58
"AAF07683-1",16
"AAF07684-1",20
"AAF07659-1",2
"AAF07660-1",11
"AAF07661-1",7
"AAF07662-1",12
"AAF07686-1",13
"AAF07687-1",6
"AAF07688-1",9
"AAF07689-1",465
"AAF07663-1",171
"AAF07664-1",748
"AAF07665-1",25
"AAF07666-1",6
"AAF07667-1",1
"AAF07668-1",31
"AAF07669-1",460
"AAF07670-1",984
"AAF07671-1",1548
"AAF07672-1",57
"AAF07673-1",160
"AAF07674-1",75
"AAF07675-1",72
"AAF07676-1",141
"AAF07677-1",141
"AAF07678-1",147
"AAF07679-1",662
"AAF07690-1",71
"AAF07692-1",33
"AAF07680-1",56
"AAC66310-1",2169
"AAC66302-1",312
"AAC66303-1",228
"AAC66304-1",531
"AAC66305-1",473
"AAC66312-1",93
"AAC66307-1",1737
"AAC66308-1",975
"AET25324-1",4
"AAC66344-1",28
"AAC66343-1",55
"AET25325-1",20
"AAC66353-1",557
"AAC66352-1",225
"AAC66350-1",2204
"AAC66349-1",1134
"AAC66348-1",671
"AAC66346-1",640
"AAC66345-1",1193
"AAC66347-1",196
"AET25326-1",205
"AAC66355-1",380
"AAF07699-1",48
"AAF07700-1",606
"AAF07693-1",2389
"AAF07694-1",573
"AAF07695-1",49
"AAF07696-1",43
"AAF07702-1",7
"AAF07697-1",175
"AAF07703-1",2
"AAF07698-1",10
"AAC66027-1",1595
"AAC66050-1",719
"AAC66051-1",1427
"AAC66028-1",150
"AAC66029-1",640
"AAC66023-1",216
"AAC66024-1",6231
"AAC66025-1",253
"AAC66026-1",1094
"AET25131-1",40
"AAC66369-1",19
"AAC66368-1",2739
"AAC66367-1",122
"AAC66382-1",84
"AET25132-1",20
"AAC66365-1",25
"AET25133-1",64
"AAC66376-1",413
"AAC66374-1",99
"AAC66373-1",284
"AAC66372-1",61
"AAC66371-1",291
"AET25134-1",7
"AET25135-1",5
"AET25136-1",332
"AAC66073-1",260
"AAC66053-1",45
"AAC66055-1",127
"AAC66056-1",204
"AAC66057-1",191
"AAC66077-1",397
"AAC66078-1",35
"AAC66063-1",10
"AAC66079-1",10
"AAC66064-1",14
"AAC66065-1",32
"AAC66066-1",21
"AAC66067-1",19
"AAC66068-1",30
"AAC66069-1",106
"AET25409-1",16
"AAC66070-1",44
"AAC66071-1",123
"AAC66072-1",95
"AAC66052-1",6
"AAC66080-1",4
"AAC66058-1",7
"AAC66081-1",20
"AAC66059-1",648
"AAC66082-1",38
"AAC66060-1",63
"AAC66061-1",167
"AAC66062-1",1668
"AAC66083-1",396
"AAC65992-1",29
"AAC65986-1",48
"AAC65991-1",17
"AAC65998-1",675
"AAC66000-1",134
"AET25416-1",90
"AET25417-1",4
"AAC65987-1",2875
"AAC66021-1",35
"AAC66012-1",64
"AAC66011-1",714
"AAC65993-1",107
"AAC65994-1",213
"AAC65995-1",117
"AAC65996-1",640
"AAC66014-1",91
"AAC66018-1",491
"AAC65988-1",13
"AAC65989-1",46
"AAC66211-1",39
"AAC66189-1",118
"AAC66190-1",90
"AAC66200-1",52
"AAC66202-1",30
"AAC66203-1",287
"AAC66205-1",3679
"AAC66184-1",647
"AAC66185-1",22
"AAC66186-1",288
